Name,Address
SPRINTF_OBJ_1B4,0x80042EB0
SPRINTF_OBJ_218,0x80042F14
SPRINTF_OBJ_254,0x80042F50
SPRINTF_OBJ_280,0x80042F7C
SPRINTF_OBJ_2A0,0x80042F9C
switchD,0x80042FBC
caseD_68,0x80042FC4
caseD_6c,0x80042FD0
caseD_4c,0x80042FDC
caseD_64,0x80043008
caseD_69,0x80043008
SPRINTF_OBJ_338,0x80043034
SPRINTF_OBJ_34C,0x80043048
caseD_75,0x80043058
SPRINTF_OBJ_3C0,0x800430BC
SPRINTF_OBJ_3D4,0x800430D0
SPRINTF_OBJ_3E4,0x800430E0
SPRINTF_OBJ_418,0x80043114
SPRINTF_OBJ_434,0x80043130
SPRINTF_OBJ_450,0x8004314C
caseD_6f,0x80043170
SPRINTF_OBJ_4A0,0x8004319C
SPRINTF_OBJ_4BC,0x800431B8
SPRINTF_OBJ_4D0,0x800431CC
SPRINTF_OBJ_4D8,0x800431D4
SPRINTF_OBJ_4F4,0x800431F0
SPRINTF_OBJ_52C,0x80043228
SPRINTF_OBJ_544,0x80043240
caseD_70,0x80043260
caseD_58,0x80043274
caseD_78,0x80043284
SPRINTF_OBJ_5BC,0x800432B8
SPRINTF_OBJ_5E0,0x800432DC
SPRINTF_OBJ_5F4,0x800432F0
SPRINTF_OBJ_5FC,0x800432F8
